Org Name,Organization Type,HQ Related Organization,Org Contacts,Long Name / Description,Website URL,Project Name,Full Name,Sub / HQ,Resources,"Industry ",Track Record,Charlottesville?,Virginia?
Richmond Economic Development - Small Business,Entrepreneurship Support Organization,,,A dedicated team within the city's economic development department focusing on supporting small businesses and startups.,https://www.richmondeda.com/,,,,"funding, incubation, networking","consumer products, impact / social ventures, software / SaaS","Portfolio/Alumni Size (hundreds of new local small businesses supported annually); Activity/Engagement Level (ongoing); Press/News Presence (100+ features, including support initiatives); Funding Impact (grants, loan programs, and incentives via CARE and Local Enterprise Zone, plus $780K from JPMorganChase for underserved entrepreneurs)",No,Yes
City of Hopewell Economic Development,Entrepreneurship Support Organization,,,Promotes economic growth and supports businesses in the City of Hopewell.,https://www.hopewellva.gov/556/Economic-Development-and-Tourism,,,,"funding, incubation, networking","consumer products, impact / social ventures","Portfolio/Alumni Size (dozens of small-business startups supported via Main Street grants & Enterprise Zone incentives); Activity/Engagement Level (ongoing); Press/News Presence (20+ local media features); Funding Impact (fee waivers, tax breaks, small grants from state-local partnership)",No,Yes
City of Petersburg Economic Development,Entrepreneurship Support Organization,,,"Works to revitalize and grow the economy of Petersburg, supporting local businesses.",http://www.petersburg-va.org/126/Economic-Development,,,,"funding, incubation, networking","consumer products, impact / social ventures","Portfolio/Alumni Size (several entrepreneurs assisted via EDA & SBA partnerships); Activity/Engagement Level (ongoing); Press/News Presence (30+ regional coverage); Funding Impact (Enterprise Zone grants and new business incentives, contributions to $1.4B resort project supporting localized vendor inclusion)",No,Yes
City of Colonial Heights Economic Development,Entrepreneurship Support Organization,,,Supports business development and economic growth in Colonial Heights.,https://www.colonialheightsva.gov/229/Economic-Development,,,,"funding, incubation, networking",consumer products,"Portfolio/Alumni Size (supports new small businesses via annual incentives & SBA referral services); Activity/Engagement Level (ongoing); Press/News Presence (10+ local coverage of workshops & grant support); Funding Impact (links to SBA, PDC, and local incentive programs)",No,Yes
City of Emporia Economic Development,Entrepreneurship Support Organization,,,Promotes economic growth and supports businesses in Emporia.,https://www.ci.emporia.va.us/178/Economic-Development,,,,"funding, incubation, networking","consumer products, impact / social ventures","Portfolio/Alumni Size (Business Incubation Grant supported ~5 startups/year); Activity/Engagement Level (ongoing); Press/News Presence (community, regional media); Funding Impact ($25,000 annual BIG program, up to $5,000 per venture)",No,Yes
City of Franklin Economic Development,Entrepreneurship Support Organization,,,Works to attract and grow businesses in Franklin.,https://www.franklinva.com/government/departments/economic-development/,,,,"incubation, mentorship, networking, training",consumer products,"Portfolio/Alumni Size (through Franklin�Southampton Economic Development & Business Center incubator); Activity/Engagement Level (since 2005 public-private entity); Press/News Presence (regional coverage, e.g., incubator)",No,Yes
City of Suffolk Economic Development,Entrepreneurship Support Organization,,,Supports business growth and diversification in Suffolk.,https://www.suffolkva.us/253/Economic-Development,,,,"funding, incubation, networking","agriculture / food, consumer products, software / SaaS","Portfolio/Alumni Size (supports small-business providers via SBDC partnerships); Activity/Engagement Level (ongoing); Press/News Presence (monthly newsletters, local media); Funding Impact (~$200K COVID-era small-business grants; ongoing EDIP incentives)",No,Yes
City of Portsmouth Economic Development,Entrepreneurship Support Organization,,,Works to attract and retain businesses and enhance economic vitality in Portsmouth.,https://www.portsmouthva.gov/222/Economic-Development,,,,"funding, incubation, networking","consumer products, impact / social ventures","Portfolio/Alumni Size (smart-start grants to dozens of new small businesses); Activity/Engagement Level (ongoing); Press/News Presence (multiple local announcements); Funding Impact (�Smart Start� grants up to?$2,000 each and up to?$25,000 Real Property Investment Grants)",No,Yes
City of Fredericksburg Department of Economic Development and Tourism,Entrepreneurship Support Organization,,,Supports businesses and promotes tourism in Fredericksburg.,https://www.fredericksburgva.gov/150/Economic-Development-Tourism,,,,"incubation, networking","consumer products, impact / social ventures, software / SaaS",Portfolio/Alumni Size (InvestFXBG supported numerous small and growing businesses); Activity/Engagement Level (ongoing since 1728 city institution); Press/News Presence (city and regional coverage); Funding Impact (InvestFXBG loans of $15K�$50K each),No,Yes
Stafford County Economic Development Authority,Entrepreneurship Support Organization,,,Works to attract and retain businesses and promote economic growth in Stafford County.,https://staffordeda.com/,,,,"funding, networking, training","consumer products, software / SaaS","Portfolio/Alumni Size (supports startups and small-tech ventures); Activity/Engagement Level (since 1970); Press/News Presence (EDA and Stafford news); Funding Impact (Micro Loan Fund, Business Growth Fund, and Smart Technology Innovation Loan offering forgivable loans to tech startups)",No,Yes
Spotsylvania County Economic Development,Entrepreneurship Support Organization,,,Supports business growth and diversification in Spotsylvania County.,https://www.spotsylvania.va.us/190/Economic-Development,,,,"funding, incubation, networking, training","consumer products, software / SaaS","Portfolio/Alumni Size (supports scores of small business startups via EDA/Virginia One?Stop & Tech Zone incentives); Activity/Engagement Level (ongoing); Press/News Presence (regional mentions); Funding Impact (administers bond financing programs, Tax & Tech Zone incentives)",No,Yes
Caroline County Economic Development,Entrepreneurship Support Organization,,,Promotes economic development and supports businesses in Caroline County.,https://co.caroline.va.us/194/Economic-Development,,,,"funding, incubation, networking",consumer products,"Portfolio/Alumni Size (assisted dozens of relocating and local entrepreneurs via SBA & Rappahannock EDC partnerships); Activity/Engagement Level (decades); Press/News Presence (local business features, webinars); Funding Impact (offers direct loans, microloans, opportunity fund grants�e.g. $4.3?M for Green Recycle)",No,Yes
King George County Economic Development,Entrepreneurship Support Organization,,,Works to attract and retain businesses in King George County.,https://www.kinggeorgecountyva.gov/212/Economic-Development,,,,"funding, networking","consumer products, software / SaaS",Portfolio/Alumni Size (dozens of entrepreneurs supported via Startup & Young Entrepreneurs programs); Activity/Engagement Level (ongoing since at least startup checklist introduced); Press/News Presence (local/regional media features),No,Yes
Westmoreland County Economic Development,Entrepreneurship Support Organization,,,Supports economic development and business growth in Westmoreland County.,https://www.westmoreland-county.org/ed,,,,"funding, incubation, networking","agriculture / food, consumer products",Portfolio/Alumni Size (multiple rural business & tourism partnerships); Activity/Engagement Level (50+ years since 1970); Press/News Presence (local articles),No,Yes
Lancaster County Department of Economic Development,Entrepreneurship Support Organization,,,Works to attract and retain businesses in Lancaster County.,https://www.lancova.com/page2.asp?pageID=91,,,,"incubation, networking",consumer products,"Portfolio/Alumni Size (supports micro-enterprises�grant awards $500�$1,000 and 0% interest loans); Activity/Engagement Level (continued through active EDA since at least 2018); Press/News Presence (county meeting notes)",No,Yes
